리뷰,평점
다좋은데 부산도 바로배송되면 좋겠네요 ㅠ 제가 간 내과 코로나검사 받고 와야 진료가능하다해서 화나서 비대면진료 볼려고 했는데 부산은 바로배송 안된다니 아쉽고 화나네요 ㅠㅠ,2
"버그가 좀 많아보이는데, 갑자기 급할 때 찾아보기 좋아요.",4
앱이 빠르고 정확하네요.. 계속 써봐야겠어요,5
확진자 동선이 보였는뎅 며칠전부터 안보이넹 보여주세용~,3
코로나 때문에 비대면진료 알게 됐는데 나중에 감기 걸릴때도 이걸로 진료할만할거같네요 약도 배송해주고 편리해요,5
급하게 병원 찾을때 편합니다 스토어도 저렴한 상품이 많은것 같아요,5
좋아요. 많이 기다릴필요 없어요. 유료화 되진 않겠죠?,5
제가 있는 곳에서 바로 갈수있는 의료기관을 쉽게 찾을 수 있게 도와주는 어플입니다.,5
마스크가 절실히 필요한이때 마스크정보와 각종 병원&약국정보들 너무좋습니다. 감사합니다.,5
아기 병원예약 너무 편하게 했습니다. 원내대기를 많이 하지 않아서 너무 좋았습니다. 감사합니다.,5
선생님 친절하시고 좋아요. 예약하니 진료도 바로 볼수 있어 편리하네요.,5
실시간으로 방문가능한 병원과 약국을 알려주는 서비스가 너무 좋아요.먼가 든든한 느낌~,5
진료대상 선택하는 화면에서 진료받을사람 선택하면 한참동안 화면이 안넘어가다가 '접수 소켓 응답시간 초과'라고 뜹니다 당장 내일아침에 병원가야되는데 접수는 안되고 어떻게해야하나요,1
처음 설치해서 사용하는데 이용하기가 편리하고 마스크 실시간 재고량이나 약국의 위치 정보도 쉽게 알 수 있어서 좋네요~,5
주부습진 때문에 피부과를 가야하는데 카페에서 보고 써봤네요 ㅎㅎ 덕분에 집에서 약 배달까지 받았습니다. 집안일 하다보면 생각보다 병원갈 시간이 없는데 그럴때 유용하게 사용할거 같아요. 덕분에 좋은 서비스 알게 되었네요. 대성하세요ㅎㅎ,5
친절함에 감사드립니다 항상 웃음으로 반겨주셔서좋아요 선생님의친절함 에도 감사,5
본인인증 완료에서 넘어가질 않네요! 예약접수를 할수가 없어요,1
시간 설정해서 예약해도 병원에서 시간예약이 의미없이 그냥 선착순으로 하는데 이건 시스템상으로 개선안되나요?? 이럴거면 시간예약기능이 왜있는지 모르겠네요,3
상세한 설명. 적절한 평가. 간편한 연락 모두 만족합니다. 병원찾으시는분께 추천드릴게여,5
충분이라 떠도 약국에서 특정시간 이후에 오라고 하고 어떤 약국은 자체적으로 종이에 이름이랑 주민번호 쓰고(모두가 볼 수 있게 개인정보에 대한 경각심도 없이!) 예약제라고 해버리니 정확도를 떠나 딱히 유용성이 없는거 같네요. 아까 이 내용으로 썼는데 제 리뷰가 사라져서 다시 씁니다.,1
도대체 푸쉬광고 안뜨게 설정해도 왜 계속오는건가요? 메일로 문의해놔도 답도 안주고 지우는게 답인가보네요!,1
비대면진료 처음써봤는데 생각보다 진료 빠르게 받을 수 있어서 좋았어요ㅎ,5
오오 이거 편리 해요 데신 엄마폰은 그냥 들어가지는데 어떤거는 뭐 하고 들어가야 한다네요ㅠㅠ,4
굿닥에서 병원 예약도 되고 비대면진료도 되고 아주 편했다.,5
코로나 때문에 비대면진료 알게 됐는데 나중에 감기 걸릴때도 이걸로 진료할만할거같네요 약도 배송해주고 편리해요,5
코로나 확진자 많아져서 약받는게 힘들다더니 진짜네요. 그래도 저는 운좋게 퀵받을 수 있는 지역이어서 퀵으로 당일에 약까지 받았습니다. 비대면진료 신기하네요. 우리나라도 보편화되면 좋겠어요,4
탈모땜에 편하고친절함에 다시오게 됐네요,4
코감기인거 같은데 병원가긴 걱정되더라고요 비대면진료 너무 편하네요 감사합니다,5
인터페이스가 너무 안좋네요 사용편의성이 떨어집니다,1
연결이 힘들긴했지만 불편한점 전화주셔서 편리하게 약받았습니다,5
한두시간 걸린다는 퀵이 오지고 않고 서로 배송이 엉켜서 약국이 어디서 오는지도 알수 없고 ㅠㅠ 엉망진창이네요,1
코로나 확진자 많아져서 약받는게 힘들다더니 진짜네요. 그래도 저는 운좋게 퀵받을 수 있는 지역이어서 퀵으로 당일에 약까지 받았습니다. 비대면진료 신기하네요. 우리나라도 보편화되면 좋겠어요,4
실시간 재고확인으로 약국 찾아갈 수 있어 편리해요.감사합니다!,5
좋은 어플 좋은 기능들 고맙습니다. 덕분에 조금 더 마음 놓입니다.,5
친구가 추천해줘서 사용해봤는데 생각보다 빠르고 편해서 부모님도 깔아드렸어요~ 급할 때 좋아요!,5
앱설정 정보획득에 실패했습니다 이렇게 나오면서 화면 안나와요,1
"일요일 저녁 늦게 약국을 찾고 있었는데 연중무휴, 영업중인 약국을 찾아서 후시딘, 생리식염수 등을 살 수 있었습니다. 연중무휴, 영업중인 약국 검색 기능이 있어서 편리하게 찾을 수 있었네요. 정말 감사합니다!",5
코로나 때문에 비대면으로 진료받을 수 있어서 좋았고 약 받는 방법은 조금만 더 편리해지면 더 좋을것 같아요 지방사람은 조금 불편하네요 아직,5
힘찬 365한의원 접수부터 간호사님들 원장님 두분 성의껏 치료하시고 너무 친절합니다,5
회사에서 병원 갈 시간이 없었는데 비대면 진료로 너무 편하게 진료도 보고 약도 받고 너무 좋은경험했어요~ 앞으로도 애용할게요!!,5
예약이 안되요ㅠ 가족등록도 계속 안되더니 예약하기도 네트워크 연결 계속 안된대요.이용중인 병원이 5월부턴 여기서만 예약 가능하다는데 어쩌라는건지 ㅡ.ㅡ;;;,1
주말에 문연 병원 찾았어요 정보 정확도만 조금 더 챙겨주시면 좋을 서비스 될 것 같아요.,5
인스타 광고 보고 클릭했는데 좋은 성형 정보가 많네요~!!!,5
"급할때 사용하려고 시작 버튼을 누르는데 앱이 열지지가 않아, 진짜 지워야 하는 어플입니다",1
접속폭주로 느려서 그렇지만 좋은정보 많습니다.,5
사용편리하고 좋습니다 다만 실비보험 청구할려는데 진료비영수증은 어떻게 받을수 있는지 모르겠어요,5
갑자기 다친곳이 많아서 병원을 자주가게 되었는데 병원찾을때 정말 많은 도움이 되고있어요~~,5
비대면 서비스 이용해봤는데 간단하고 편하네요 굿굿,5
병원 정보찾을때 좋아요 근데 추천순 거리순 이런식으로 리스트 되면 좋겠습니다.,4
병원에 가면 이것저것 권유를 많이 하고 간호사들이 성의없이 하는게 싫었다.,3
점심시간 이용해서 병원가려고 했는데 병원도 점심시간이더라구요.. 사무실에서 비대면으로 진료받고 약도 잘 받았어요.,5
정확한 정보 감사드립니다. 이 판국에 이런 앱 필요했는데 덕분에 마스크 허탕치지 않고 잘 살 수 있을것 같아요 ㅎㅎ,5
병원갈일이 많지는 않아서 자주 쓰진 않지만 매번 유용하게 사용하고 있습니다.,5
감기걸려서 몸이 무거워서 병원가기 어려웠는데 비대면진료 받고 처방약이 집까지 오더라구요 감사합니다.,4
리뷰가 안보이고 수정도 안되고 삭제도 안되고 다시쓰는것도 안돼요. 뭔가 처리좀 해주세요. 메일 보냈는데 연락도 없어요ㅠ,3
전혀 안맞음. 적당히 안맞는게 아니고 전혀 안맞음. 100개이상 있다고 해서 갔더니 품절. 이것 믿고 약국 몇군데 가본지 모름. 그냥 받지 않으실 것을 강력추천함. 후기 적고 바로 지움.,1
친절하고 자상하신 강지천 원장님 뵙기만하고 목소리만 들어도 치유되는 기분입니다 늘 감사하고 오래오래 자상하신 모습 뵙고 싶습니다~~^^,5
의료수급자의 의료비해택 여기서도 적용되는지 문의했는데요. 답변은 굿닥 고객센터는 굿닥 앱 이용과 관련된 문의만 안내가 가능합니다. 라는 답변을 받았는데 아무리 생각해도 이상하고 좀 웃겨서요. 앱 이용만 문의하라? 그럼 그냥 병원갈게여.. 저는 애기가 있어서 급할때 이용하면 좋겠다 생각했는데 배보다 배꼽이 더 클지도... 다들 어플 이용보다 그냥 병원 내원하시고 약은 잘 구비해놓으셔여.. (그리고 신규 가입자 포인트 안들어왔어요. 카톡재연동안되요~ ),1
처음 가본 동네에서 쉽게 병원 찾을 수 있어서 좋았습니다.,5
어플 매우 좋습니다! 마스크알림이랑 성형정보도 좋네요,5
한번 깔아보니 유용해서 안지우고 계속 쓰는 어플! 믿고 쓰는 굿닥,5
추천합니다. 토요일 저녁에 독감 증상이 있어 빠른 진료가 필요할 때 병원을 찾아 진료 받을 수 있어 다행이었습니다.,5
병원갈일이 많지는 않아서 자주 쓰진 않지만 매번 유용하게 사용하고 있습니다.,5
약국방문에 큰 도움이 되네요 다만 어플이아닌 데이터상 문제이긴한데 색과달리 재고량이 다른곳이 은근되고 재고가 충분해도 판매시간을 약국임의로 정한곳이 있는데 데이터에 판매시작시간도 포함되어 나오면 좋을거같아요 나중에라도 정부측과 이야기나건의할 자리가생기면 고려해주세요,5
가는 아동병원이 모바일 예약이 안됐었는데 되니까 편리하고 좋아요,5
병원 진료과목도 다틀리고 왜 만드신거야? 피부과 찾는데 정형외과나오고...외과찾으면 또 진료도 안보는 다른병원나오고 만들려면 제대로 만드시오.,1
공적마스크 사러갈때 유용하게 잘사용하고있어요 좋아요,5
문의할때가 없어서 여기다가 글 남겨볼게요 오늘 진료예약하다 에러가 떴는데도 예약이 2건 잡혔더라구요. 근데 대기번호가 안생겨서 병원 직접가서 확인하니 예약이 안됐다고 하는데 아직 예약2건 잡혀있는데 이거는 삭제를 어떻게 해야하나요? 다시 예약하려고 하니 이미 접수된게 있어서 안된다고 뜹니다.,5
다른 앱보다 광고도 적고 믿음이 갑니다 감사합니다 비대면 진료 처음 받아봤네요 세상좋아졌네요,5
급할때 내 주변 병원과 약국 찾는데 너무 유용하게 잘 쓰고 있어요^^,5
알림 동의 안해도 피싱성 알림 띄우는 쓰레기앱 결국 어플 찾아서 지우게 만드니 애초에 설치를 하지마세요.,1
이런곳에 별점 남기기는 처음인데 너무 편리합니다. 고향에 계신 부모님도 설치해드려야겠어요. 어플만들어 주셔서 너무 감사합니다.^^,5
약국이 영업시간을 제대로 해놓지 않아 야간에 전화만 하고 급할때 필요가 없네요,1
급할땐 굿닥이 딱인듯 약국이면 약국 병원이면 병원 너무 좋아요~! 덕분에 아주 유용하게 잘 활용했네요,5
만족해요 가보셔요,5
하나하나세심하게배려한진찰그리고 전직원들매우친절선생님들도~ 몸상태도좋아지는것같아매우 흡족하게치료하고있습니다,5
아니 병원 예약할라하는데 먼 본인인증을 계속하라하고 본인인증 눌러서 인증번호만 몇번 받았는지 주소 입력하고 본인인증완료 누르면 완료도 안되고 넘어가지를 않아요;;;; 본인인증이 안되서 예약도 안되고 어후 진짜;;;,1
공휴일에 열린병원을 찾을 때에는 좋았는데 후기를 보다가 진료를 보지 않은 상태에서 내용을 쓰지 않아도 평가가 반영되어 후기를 작성할 수 있어서 신뢰도가 떨어집니다. 이런 부분들은 개선되어야 할 것 같습니다.,2
어플나가기가 안되요. 아무리 종료를 눌러도 나가기가 안되요. 뒤로가기도 안되고요.관리가 안되는 어플이네요.,1
다른 앱보다 광고도 적고 믿음이 갑니다 감사합니다 비대면 진료 처음 받아봤네요 세상좋아졌네요,5
"굿닥에 마스크재고량 뜨서 너무 좋았는데 어플이 무용지물이네요. 어플에 충분이라 뜨서 갔더니 품절이래요. 번호표 나눠주고 오후에 오라고 했다네요. 그런데 굿닥은 여전히 마스크 충분으로 뜨고요. 주민번호 입력안하면 계속 충분으로 뜨서 헛걸음하게 하네요. 굿닥은 소용없네요~ㅜ 넘 실망이예요..,",2
내주변 병원찾기! 넘 편해요 병원시간도 제대로 기재되어있고 짱편해,5
피부과진료 고민하다가 이벤트신청해서 저렴하게 잘 다녀왔어요!,4
솔직히 매일 쓸 일은 없어서 깔았다 지웠다 몇번 했는데 그냥 두고 가끔 필요할 때 쓰면 도움됨,4
실시간 동기화 잘되고 줄 안서고 바로 샀어요 추천입니다,5
저녁에 급하게 약국찾는데 너무 도움됐음. 아파죽을뻔했는데 겨우겨우 찾았다..,5
정보확실하고 약국갈때무조건확인하고갑니다.,5
포인트 지급되어서 사용해보려고 스토어 들어갔는데 포인트 할인 적용이 안 되네요..,3
코로나 관련 내 주변 스캔을 할려고 해도 계속 안되고 굿닥 앱 광고성 팝업만 떠요.🙄,1
예약부터 취소까지 클릭 몇번으로 할 수 있어서 좋으네여,5
잘 사용하였습니다~ 때마침 딱! 확인 되어 구매하게 되었네요~,4
아니 대기순번 확인 가능하다해서 주민등록번호 이름 전화번호 다 맞게 쳤는데 왜 안돼요?????오류라면 제발 빨리 수정해주세요!,2
이게 대전은 퀵이 안되서 약을 택배로 보내는데 그것도 빠르지 않아서 3일 지났는데 아직도 안왔어요,1
